dashboard_id,medewerker_id,snapshot_datum,activiteiten_vandaag,actieve_minuten_vandaag,calorieen_vandaag,gem_hartslag,reeks_weken,totaal_punten,rang_in_org,doel_voortgang_pct
420,41,2025-12-04,1,72.7,843,109.0,3,1750,171,48.5
421,139,2025-12-04,1,71.8,832,135.0,1,1050,3,47.2
422,166,2025-12-04,2,119.3,1383,140.5,3,50,9,
423,84,2025-12-04,1,77.3,896,142.0,3,100,8,69.3
424,84,2025-12-01,1,47.4,549,134.0,3,100,8,69.3
425,148,2025-12-01,1,55.8,647,135.0,4,1950,20,18.6
426,36,2025-12-01,1,40.9,474,128.0,3,1950,7,17.0
427,117,2025-12-06,1,64.1,512,112.0,3,250,1,94.3
428,203,2025-12-06,1,65.5,524,126.0,1,750,206,43.7
429,98,2025-12-06,1,51.3,410,123.0,1,200,9,24.4
430,53,2025-12-06,1,56.3,450,109.0,3,1500,3,31.3
431,206,2025-12-06,1,62.5,500,,5,1200,15,34.7
432,158,2025-12-06,1,58.7,469,126.0,1,1300,4,50.5
433,45,2025-12-02,1,95.1,1011,126.0,4,2000,15,39.6
434,211,2025-12-02,1,95.1,1011,121.0,1,600,16,
435,102,2025-12-05,1,82.5,206,125.0,3,1000,17,55.0
436,154,2025-12-05,1,79.2,198,105.0,5,1250,5,33.0
437,10,2025-12-05,1,74.7,186,115.0,3,1900,10,49.8
438,63,2025-12-05,1,66.2,165,109.0,2,1550,16,44.1
439,145,2025-12-05,1,69.8,174,104.0,2,1400,27,33.2
440,214,2025-12-05,1,73.4,183,130.0,5,900,6,82.9
441,177,2025-12-04,1,40.4,468,,3,1150,19,22.4
442,218,2025-12-04,1,42.3,490,118.0,2,2100,121,28.2
443,96,2025-12-04,1,44.6,517,119.0,3,750,11,36.4
444,48,2025-12-04,1,39.2,454,121.0,1,200,3,43.6
445,30,2025-12-04,1,44.9,520,128.0,2,300,195,24.9
446,39,2025-12-04,1,47.7,553,130.0,1,1500,15,
447,127,2025-12-04,1,37.5,435,119.0,1,1150,15,20.8
448,96,2025-12-01,1,21.0,21,111.0,3,750,11,36.4
449,158,2025-12-01,1,15.0,15,102.0,1,1300,4,50.5
450,142,2025-12-01,1,21.2,21,,3,950,19,7.1
451,162,2025-12-01,1,19.3,19,107.0,3,300,5,10.7
452,139,2025-12-01,1,15.0,15,115.0,1,1050,3,47.2
453,55,2025-12-01,1,19.7,19,115.0,1,700,140,13.1
454,97,2025-12-01,1,15.0,15,108.0,1,1100,2,8.3
455,75,2025-12-01,1,15.0,15,125.0,3,50,19,5.0
456,95,2025-12-01,1,15.0,15,,1,1800,19,12.5
457,103,2025-12-01,1,15.0,15,117.0,3,500,7,46.9
458,62,2025-12-01,1,15.0,15,87.0,5,1200,18,6.2
459,10,2025-12-01,1,15.0,15,108.0,3,1900,10,49.8
460,158,2025-12-07,1,47.5,570,118.0,1,1300,4,50.5
461,181,2025-12-07,1,46.0,552,136.0,4,900,2,150
462,92,2025-12-07,1,43.0,516,133.0,4,2200,112,20.5
463,85,2025-12-07,1,36.5,437,145.0,1,200,178,40.6
464,35,2025-12-07,1,42.7,512,130.0,1,1600,1,47.4
465,157,2025-12-07,1,47.6,571,,5,750,15,52.9
466,40,2025-12-07,1,44.9,538,142.0,4,250,72,49.9
467,191,2025-12-07,1,48.6,583,122.0,2,200,145,40.5
468,117,2025-12-07,1,60.2,698,126.0,3,250,1,94.3
469,58,2025-12-07,1,53.6,621,123.0,3,250,13,22.3
470,184,2025-12-02,1,121.4,1011,,2,650,14,57.8
471,94,2025-12-02,1,121.9,1015,117.0,4,2200,12,81.3
472,119,2025-12-02,1,124.3,1035,130.0,1,1750,13,103.6
473,103,2025-12-02,1,125.7,1047,137.0,3,500,7,46.9
474,101,2025-12-13,2,96.3,95,112.0,1,2050,18,107.0
475,162,2025-12-13,1,60.4,60,111.0,4,300,5,76.9
476,116,2025-12-13,1,58.6,58,,2,1000,2,99.2
477,117,2025-12-13,1,86.5,1412,129.0,4,250,1,150
478,205,2025-12-13,1,94.9,1550,125.0,4,200,10,52.7
479,203,2025-12-14,1,44.4,596,141.0,2,750,65,29.6
480,72,2025-12-14,1,48.1,646,138.0,1,250,3,81.0
481,104,2025-12-14,2,103.5,754,120.0,1,950,17,115.0
482,129,2025-12-14,2,137.2,1596,144.5,1,500,4,57.2
483,133,2025-12-14,1,44.6,599,142.0,1,1950,112,24.8
484,19,2025-12-14,2,106.6,676,121.0,1,850,14,
485,174,2025-12-14,1,47.1,632,128.0,1,850,16,15.7
486,196,2025-12-14,1,46.1,619,144.0,6,300,6,51.2
487,119,2025-12-14,1,53.9,724,150.0,2,1750,13,78.1
488,27,2025-12-08,1,63.3,436,127.0,3,450,174,42.2
489,113,2025-12-08,1,57.7,398,,1,1700,19,82.2
490,103,2025-12-08,1,63.0,434,,4,500,7,21.0
491,190,2025-12-08,1,62.2,429,122.0,1,200,16,72.1
492,26,2025-12-08,1,65.6,452,125.0,1,100,122,72.9
493,116,2025-12-08,1,68.4,471,105.0,2,1000,2,99.2
494,117,2025-12-08,1,65.2,449,115.0,4,250,1,150
495,55,2025-12-08,1,62.2,429,124.0,2,700,8,82.9
496,29,2025-12-08,1,64.1,442,126.0,1,500,11,42.7
497,123,2025-12-08,1,53.3,367,109.0,1,1200,4,44.4
498,11,2025-12-10,2,113.5,850,113.0,1,450,13,126.1
499,117,2025-12-10,2,124.9,936,112.0,4,250,1,150
500,86,2025-12-10,1,50.0,375,130.0,1,1900,15,89.8
501,105,2025-12-10,1,62.3,467,123.0,1,700,11,55.7
502,178,2025-12-10,1,66.9,501,117.0,1,750,6,22.3
503,135,2025-12-10,1,59.9,449,121.0,1,1300,10,49.9
504,72,2025-12-10,2,121.9,914,130.5,1,250,3,81.0
505,164,2025-12-10,2,129.0,967,116.5,1,1350,7,143.3
506,114,2025-12-10,2,121.2,909,107.5,1,1200,9,50.5
507,97,2025-12-10,1,60.2,451,130.0,2,1100,2,33.4
508,166,2025-12-10,1,61.9,464,144.0,4,50,9,
509,53,2025-12-14,1,48.2,88,99.0,4,1500,3,26.8
510,62,2025-12-14,1,43.7,80,107.0,6,1200,18,18.2
511,172,2025-12-14,1,40.7,74,115.0,1,1250,47,22.6
512,218,2025-12-14,1,50.4,92,98.0,3,2100,96,33.6
513,87,2025-12-14,1,48.9,89,102.0,1,1550,2,27.2
514,18,2025-12-14,1,40.7,74,113.0,1,1350,187,13.6
515,148,2025-12-12,1,43.0,577,137.0,5,1950,113,14.3
516,84,2025-12-12,1,37.3,501,145.0,4,100,8,20.7
517,119,2025-12-12,1,39.8,534,137.0,2,1750,13,78.1
518,142,2025-12-12,1,43.1,578,116.0,4,950,19,14.4
519,150,2025-12-12,1,44.7,600,138.0,1,300,6,60.7
520,113,2025-12-12,1,40.9,549,136.0,1,1700,19,82.2
521,116,2025-12-12,1,51.5,691,121.0,2,1000,2,99.2
522,186,2025-12-12,1,44.6,599,145.0,1,850,69,14.9
523,184,2025-12-12,1,37.4,502,132.0,3,650,14,17.8
524,219,2025-12-13,1,27.4,27,105.0,1,2250,139,15.2
525,66,2025-12-13,1,35.8,35,123.0,1,1500,133,33.5
526,117,2025-12-14,1,99.0,1052,,4,250,1,150
527,210,2025-12-14,1,89.2,948,132.0,1,1700,93,42.5
528,162,2025-12-14,1,78.1,830,131.0,4,300,5,76.9
529,150,2025-12-14,1,82.7,879,128.0,1,300,6,60.7
530,187,2025-12-10,1,58.7,440,116.0,1,1350,163,39.1
531,65,2025-12-10,1,60.1,450,111.0,1,1150,162,25.0
532,201,2025-12-10,1,58.1,435,117.0,1,50,25,32.3
533,40,2025-12-10,1,58.4,438,130.0,5,250,48,64.9
534,157,2025-12-10,1,64.1,480,122.0,6,750,15,71.2
535,217,2025-12-10,1,51.3,384,129.0,1,2000,41,24.4
536,90,2025-12-10,1,48.8,365,128.0,1,900,20,76.8
537,110,2025-12-10,1,58.0,435,137.0,1,1150,70,19.3
538,85,2025-12-10,1,59.5,446,129.0,2,200,108,66.1
539,145,2025-12-09,1,54.6,276,113.0,3,1400,12,54.8
540,127,2025-12-09,1,39.7,201,106.0,2,1150,15,22.1
541,105,2025-12-09,1,54.6,276,109.0,1,700,11,55.7
542,112,2025-12-10,1,38.8,465,130.0,1,1750,6,25.9
543,66,2025-12-10,1,44.6,535,147.0,1,1500,52,33.5
544,14,2025-12-08,1,44.4,532,118.0,1,950,17,24.7
545,200,2025-12-08,1,47.7,572,126.0,1,200,10,80.2
546,191,2025-12-08,1,48.5,582,127.0,3,200,172,40.4
547,24,2025-12-10,1,57.0,142,125.0,1,700,99,47.5
548,200,2025-12-10,1,72.6,181,115.0,1,200,10,80.2
549,34,2025-12-10,1,56.6,141,109.0,1,650,62,47.2
550,145,2025-12-10,1,60.5,151,112.0,3,1400,12,54.8
551,55,2025-12-10,1,62.1,155,113.0,2,700,8,82.9
552,190,2025-12-12,1,45.9,397,131.0,1,200,16,72.1
553,90,2025-12-12,1,43.3,375,138.0,1,900,20,76.8
554,86,2025-12-12,1,57.7,500,136.0,1,1900,15,89.8
555,30,2025-12-12,1,47.4,410,125.0,3,300,184,26.3
556,93,2025-12-12,1,48.6,421,127.0,1,550,54,23.1
557,175,2025-12-12,1,40.8,353,,1,1150,93,22.7
558,36,2025-12-12,1,50.6,438,127.0,4,1950,7,21.1
559,42,2025-12-19,1,67.4,584,126.0,1,750,97,37.4
560,135,2025-12-19,1,75.5,654,123.0,2,1300,9,150
561,153,2025-12-19,2,100.0,734,128.0,1,200,216,
562,19,2025-12-19,1,78.0,676,117.0,2,850,14,
563,106,2025-12-19,1,87.8,760,123.0,1,1400,2,129.5
564,140,2025-12-19,1,81.6,707,109.0,1,2250,7,150
565,197,2025-12-19,1,73.7,638,122.0,1,950,88,63.6
566,40,2025-12-16,1,100.9,874,132.0,6,250,217,150
567,94,2025-12-16,1,90.9,787,128.0,1,2200,12,60.6
568,106,2025-12-16,1,90.6,785,122.0,1,1400,2,129.5
569,121,2025-12-16,1,89.9,779,121.0,1,650,159,99.9
570,218,2025-12-16,1,84.3,730,,4,2100,107,90.2
571,55,2025-12-16,1,82.0,710,129.0,3,700,8,54.7
572,11,2025-12-20,1,99.8,1630,128.0,2,450,12,150
573,188,2025-12-20,1,102.4,1672,123.0,1,1500,11,150
574,154,2025-12-20,1,92.7,1514,128.0,1,1250,5,38.6
575,81,2025-12-20,1,87.1,1422,128.0,1,1150,16,89.9
576,139,2025-12-20,1,91.6,1496,154.0,1,1050,3,69.5
577,101,2025-12-20,1,94.6,1545,138.0,2,2050,4,150
578,127,2025-12-20,1,82.2,1342,120.0,3,1150,15,71.3
579,205,2025-12-20,1,85.4,1394,120.0,5,200,10,67.7
580,160,2025-12-20,1,82.7,1350,134.0,1,550,17,81.2
581,142,2025-12-20,1,92.9,1517,125.0,5,950,13,68.9
582,104,2025-12-20,1,98.8,1613,138.0,2,950,3,150
583,196,2025-12-20,1,91.0,1486,136.0,7,300,6,101.1
584,14,2025-12-20,1,88.8,1450,130.0,2,950,17,81.8
585,86,2025-12-20,1,88.1,1438,154.0,2,1900,15,150
586,172,2025-12-18,1,62.7,125,,2,1250,168,34.8
587,14,2025-12-18,1,58.4,116,96.0,2,950,17,81.8
588,35,2025-12-18,1,54.7,109,,1,1600,1,60.8
589,95,2025-12-18,1,66.6,133,124.0,1,1800,19,55.5
590,72,2025-12-18,1,63.9,127,114.0,2,250,3,30.4
591,202,2025-12-18,1,64.6,129,115.0,1,250,11,72.2
592,15,2025-12-16,1,61.1,81,123.0,1,200,5,
593,199,2025-12-16,1,64.8,86,109.0,1,1250,10,126.8
594,50,2025-12-16,1,61.4,81,98.0,1,250,41,82.9
595,43,2025-12-21,1,123.9,1032,120.0,1,700,219,51.6
596,17,2025-12-21,1,126.2,1051,123.0,1,100,37,146.3
597,104,2025-12-21,1,113.1,942,115.0,2,950,3,150
598,140,2025-12-21,2,186.6,1414,118.5,1,2250,7,150
599,197,2025-12-21,1,117.2,976,127.0,1,950,56,63.6
600,174,2025-12-21,1,124.8,1040,120.0,2,850,16,52.3
601,37,2025-12-21,2,242.8,2123,126.0,1,100,1,150
602,91,2025-12-21,1,120.5,1004,117.0,1,1500,3,80.3
603,135,2025-12-17,1,47.5,570,122.0,2,1300,9,150
604,142,2025-12-17,2,113.7,1090,109.0,5,950,13,68.9
605,218,2025-12-17,1,51.0,612,120.0,4,2100,155,90.2
606,133,2025-12-17,1,39.6,475,137.0,2,1950,153,22.0
607,40,2025-12-17,1,47.7,572,146.0,6,250,60,150
608,86,2025-12-17,1,65.7,525,139.0,2,1900,15,150
609,85,2025-12-17,1,58.7,469,130.0,3,200,18,150
610,162,2025-12-17,1,64.0,512,,5,300,8,137.9
611,98,2025-12-17,2,110.8,886,128.5,1,200,9,52.8
612,217,2025-12-17,1,64.5,516,127.0,2,2000,14,97.9
613,202,2025-12-17,1,58.1,464,124.0,1,250,11,72.2
614,131,2025-12-17,1,56.4,451,137.0,1,100,4,69.4
615,96,2025-12-19,2,90.8,407,98.0,1,750,11,50.4
616,11,2025-12-19,1,41.8,55,94.0,2,450,12,150
617,199,2025-12-19,1,47.5,63,,1,1250,10,126.8
618,101,2025-12-19,2,83.9,391,128.5,2,2050,4,150
619,217,2025-12-19,1,46.6,62,107.0,2,2000,14,97.9
620,114,2025-12-19,1,44.5,59,102.0,2,1200,9,44.8
621,104,2025-12-19,1,46.9,62,115.0,2,950,3,150
622,112,2025-12-19,1,46.8,62,105.0,2,1750,6,31.2
623,75,2025-12-19,1,41.7,55,,1,50,19,35.5
624,52,2025-12-19,1,44.2,58,105.0,1,1150,158,36.8
625,39,2025-12-19,1,44.3,59,107.0,1,1500,15,
626,70,2025-12-19,1,44.8,59,101.0,1,250,17,
627,219,2025-12-19,2,88.1,410,112.0,2,2250,20,80.7
628,36,2025-12-19,1,41.5,55,119.0,5,1950,7,17.3
629,131,2025-12-19,1,47.7,63,120.0,1,100,4,69.4
630,219,2025-12-15,1,57.1,494,129.0,2,2250,20,80.7
631,47,2025-12-15,1,58.6,507,128.0,1,250,54,32.6
632,210,2025-12-15,1,68.1,590,122.0,2,1700,99,32.4
633,211,2025-12-15,1,57.7,500,109.0,1,600,19,
634,106,2025-12-15,1,54.0,468,116.0,1,1400,2,129.5
635,92,2025-12-15,1,46.5,403,117.0,1,2200,130,60.7
636,66,2025-12-15,1,60.2,521,133.0,2,1500,147,57.8
637,158,2025-12-15,1,72.0,624,111.0,1,1300,4,47.8
638,180,2025-12-15,1,54.4,471,118.0,1,1500,212,
639,175,2025-12-15,1,60.9,527,119.0,2,1150,95,66.6
640,29,2025-12-17,1,41.2,329,140.0,2,500,11,69.6
641,213,2025-12-17,1,47.4,379,139.0,1,1600,153,39.5
642,97,2025-12-17,1,42.3,338,133.0,3,1100,2,49.5
643,102,2025-12-17,1,41.6,332,123.0,1,1000,17,27.7
644,17,2025-12-17,1,49.4,395,112.0,1,100,39,146.3
645,81,2025-12-17,1,47.4,379,120.0,1,1150,16,89.9
646,203,2025-12-17,1,50.3,402,131.0,3,750,6,126.9
647,148,2025-12-17,1,46.8,374,124.0,6,1950,203,15.6
648,101,2025-12-17,1,47.3,378,122.0,2,2050,4,150
649,39,2025-12-17,1,39.4,315,137.0,1,1500,15,
650,15,2025-12-17,1,49.8,398,123.0,1,200,5,
651,211,2025-12-17,1,43.9,351,110.0,1,600,19,
652,217,2025-12-20,1,94.5,756,131.0,2,2000,14,97.9
653,107,2025-12-20,1,84.1,672,117.0,1,200,89,28.0
654,84,2025-12-20,1,96.9,775,135.0,5,100,8,94.8
655,202,2025-12-20,1,93.8,750,131.0,1,250,11,72.2
656,62,2025-12-19,1,21.8,54,91.0,7,1200,18,9.1
657,29,2025-12-19,2,63.2,379,127.5,2,500,11,69.6
658,105,2025-12-19,1,35.3,88,,2,700,11,36.6
659,214,2025-12-19,1,52.4,419,126.0,1,900,6,29.1
660,85,2025-12-19,1,44.6,356,135.0,3,200,18,150
661,128,2025-12-19,1,53.2,425,134.0,1,600,86,59.1
662,158,2025-12-19,1,42.7,341,126.0,1,1300,4,47.8
663,37,2025-12-19,1,49.5,396,142.0,1,100,1,150
664,93,2025-12-19,1,39.3,314,114.0,2,550,200,18.7
665,160,2025-12-19,1,39.6,316,,1,550,17,81.2
666,123,2025-12-19,1,50.4,403,109.0,2,1200,4,103.5
667,209,2025-12-19,1,53.0,424,107.0,1,1650,183,51.1
668,205,2025-12-19,1,36.5,292,120.0,5,200,10,67.7
669,92,2025-12-19,1,38.9,311,126.0,1,2200,154,60.7
670,203,2025-12-19,1,44.7,357,135.0,3,750,6,126.9
671,177,2025-12-19,1,43.8,350,113.0,1,1150,19,65.6
672,86,2025-12-19,1,40.2,321,132.0,2,1900,15,150
673,97,2025-12-19,1,46.8,374,122.0,3,1100,2,49.5
674,15,2025-12-19,1,55.2,441,133.0,1,200,5,
675,117,2025-12-19,1,36.0,288,113.0,5,250,1,46.2
676,87,2025-12-19,1,51.3,410,127.0,2,1550,2,28.5
677,50,2025-12-21,1,62.9,377,110.0,1,250,34,82.9
678,191,2025-12-21,1,66.9,401,110.0,4,200,80,55.8
679,175,2025-12-21,1,58.9,353,110.0,2,1150,169,66.6
680,24,2025-12-21,1,60.9,365,124.0,2,700,69,50.7
681,117,2025-12-21,1,61.0,366,111.0,5,250,1,46.2
682,84,2025-12-21,1,73.8,442,130.0,5,100,8,94.8
683,104,2025-12-18,1,33.4,267,125.0,2,950,3,150
684,203,2025-12-18,1,25.2,201,131.0,3,750,6,126.9
685,174,2025-12-18,1,32.0,256,119.0,2,850,16,52.3
686,92,2025-12-18,1,42.0,84,101.0,1,2200,141,60.7
687,127,2025-12-18,1,46.2,92,100.0,3,1150,15,71.3
688,116,2025-12-18,2,106.5,787,109.5,3,1000,2,59.2
689,198,2025-12-18,1,42.1,84,97.0,1,550,125,17.5
690,163,2025-12-18,1,38.5,77,110.0,1,2050,215,32.1
691,105,2025-12-18,1,41.5,83,101.0,2,700,11,36.6
692,15,2025-12-18,1,48.1,96,,1,200,5,
693,162,2025-12-21,1,122.2,1120,133.0,5,300,8,137.9
694,135,2025-12-21,1,120.0,1100,121.0,2,1300,9,150
695,139,2025-12-21,1,116.9,1071,139.0,1,1050,3,69.5
696,199,2025-12-21,1,115.9,1062,134.0,1,1250,10,126.8
697,37,2025-12-18,1,52.6,559,141.0,1,100,1,150
698,160,2025-12-18,1,48.3,513,,1,550,17,81.2
699,85,2025-12-18,1,59.4,631,145.0,3,200,18,150
700,45,2025-12-18,1,55.6,591,126.0,1,2000,15,23.2
701,209,2025-12-18,1,54.3,577,115.0,1,1650,210,51.1
702,53,2025-12-18,1,58.3,619,109.0,5,1500,3,32.4
703,75,2025-12-18,1,64.9,690,129.0,1,50,19,35.5
704,34,2025-12-18,1,65.6,697,125.0,2,650,141,54.7
705,211,2025-12-18,1,60.0,638,109.0,1,600,19,
706,180,2025-12-18,1,55.0,584,118.0,1,1500,134,
707,114,2025-12-18,1,62.9,668,,2,1200,9,44.8
708,11,2025-12-18,1,68.4,727,107.0,2,450,12,150
709,81,2025-12-18,1,54.3,577,124.0,1,1150,16,89.9
710,162,2025-12-18,1,62.0,659,,5,300,8,137.9
711,129,2025-12-18,1,61.4,652,141.0,2,500,4,25.6
712,123,2025-12-18,1,73.8,784,108.0,2,1200,4,103.5
713,65,2025-12-17,1,64.4,128,94.0,2,1150,76,26.8
714,188,2025-12-17,1,59.8,119,106.0,1,1500,11,150
715,113,2025-12-17,1,71.6,143,,2,1700,19,59.7
716,106,2025-12-20,1,78.4,540,120.0,1,1400,2,129.5
717,203,2025-12-20,1,70.1,483,133.0,3,750,6,126.9
718,37,2025-12-20,1,82.1,566,124.0,1,100,1,150
719,177,2025-12-20,1,74.3,512,107.0,1,1150,19,65.6
720,66,2025-12-20,1,78.4,540,136.0,2,1500,176,57.8
721,96,2025-12-25,1,24.0,192,117.0,2,750,11,13.3
722,211,2025-12-25,1,24.2,193,111.0,2,600,19,
723,15,2025-12-25,1,30.3,242,121.0,2,200,5,
724,91,2025-12-28,1,48.8,307,120.0,2,1500,18,32.5
725,107,2025-12-28,1,43.7,275,117.0,2,200,143,14.6
726,26,2025-12-28,1,49.1,309,135.0,1,100,1,128.3
727,163,2025-12-28,1,43.3,272,124.0,2,2050,54,36.1
728,188,2025-12-28,1,47.3,297,112.0,2,1500,19,52.6
729,214,2025-12-28,1,41.9,263,136.0,2,900,6,23.3
730,194,2025-12-28,1,44.8,282,116.0,1,800,114,49.8
731,75,2025-12-28,1,44.1,277,132.0,2,50,20,14.7
732,18,2025-12-23,1,59.3,513,114.0,1,1350,14,19.8
733,95,2025-12-23,1,59.0,511,147.0,2,1800,15,49.2
734,120,2025-12-23,1,62.3,539,128.0,1,250,11,34.6
735,206,2025-12-23,1,60.7,526,123.0,1,1200,12,33.7
736,10,2025-12-23,1,62.6,542,115.0,1,1900,10,34.8
737,26,2025-12-23,1,66.4,575,126.0,1,100,1,128.3
738,55,2025-12-23,1,55.9,484,127.0,4,700,3,59.3
739,40,2025-12-23,1,50.4,436,,7,250,16,56.0
740,219,2025-12-23,1,52.8,457,129.0,3,2250,17,29.3
741,208,2025-12-23,1,61.3,531,126.0,1,650,13,40.9
742,106,2025-12-23,1,50.6,438,118.0,2,1400,2,37.7
743,42,2025-12-27,1,23.1,325,127.0,2,750,214,12.8
744,55,2025-12-27,1,33.0,464,131.0,4,700,3,59.3
745,106,2025-12-27,1,39.9,561,135.0,2,1400,2,37.7
746,137,2025-12-24,1,87.8,658,136.0,1,100,6,
747,63,2025-12-24,1,88.2,661,127.0,1,1550,5,58.8
748,209,2025-12-24,1,89.6,671,100.0,2,1650,8,42.7
749,72,2025-12-24,1,90.0,675,123.0,3,250,4,42.9
750,135,2025-12-24,1,83.3,624,132.0,3,1300,9,69.4
751,204,2025-12-24,1,86.1,645,112.0,1,1700,7,57.4
752,87,2026-01-01,1,64.1,128,112.0,1,1550,2,35.6
753,15,2026-01-01,1,67.6,135,111.0,3,200,5,
754,98,2026-01-01,1,52.4,104,121.0,1,200,4,47.2
755,106,2026-01-01,1,66.6,133,95.0,3,1400,2,27.7
756,93,2026-01-01,1,62.5,125,106.0,1,550,84,29.8
757,19,2026-01-01,1,64.7,129,102.0,1,850,14,
758,145,2025-12-30,1,61.4,652,124.0,1,1400,12,29.2
759,180,2025-12-30,1,59.5,632,124.0,1,1500,133,
760,74,2025-12-30,1,60.9,647,112.0,1,650,18,20.3
761,97,2026-01-03,1,48.8,292,122.0,1,1100,2,27.1
762,210,2026-01-03,1,47.8,286,122.0,1,1700,121,22.8
763,107,2026-01-03,1,49.9,299,114.0,3,200,220,16.6
764,103,2026-01-03,1,44.0,264,127.0,1,500,7,14.7
765,41,2026-01-04,1,70.4,844,121.0,1,1750,20,46.9
766,160,2026-01-04,1,67.8,813,121.0,1,550,17,32.3
767,86,2026-01-04,1,72.3,867,,1,1900,15,60.2
768,133,2026-01-04,1,71.3,855,145.0,1,1950,2,74.8
769,206,2026-01-04,1,76.6,919,120.0,2,1200,19,42.6
770,42,2026-01-04,1,71.7,860,124.0,3,750,218,39.8
771,66,2025-12-30,2,100.2,1202,139.0,1,1500,3,41.8
772,35,2025-12-30,2,110.1,1321,127.0,1,1600,1,150
773,110,2025-12-30,1,63.8,765,,1,1150,168,21.3
774,10,2025-12-30,1,58.8,705,128.0,2,1900,10,32.7
775,148,2025-12-30,1,55.7,668,129.0,1,1950,117,18.6
776,209,2025-12-30,1,61.4,736,119.0,3,1650,8,29.2
777,104,2025-12-30,1,60.1,721,130.0,1,950,3,66.8
778,133,2025-12-30,1,63.4,760,144.0,1,1950,2,74.8
779,218,2025-12-30,1,51.8,621,,1,2100,105,34.5
780,98,2025-12-30,1,46.8,561,133.0,1,200,4,47.2
781,142,2025-12-30,1,46.5,558,112.0,1,950,13,15.5
782,191,2025-12-30,1,39.8,477,123.0,1,200,41,33.2
783,187,2025-12-30,1,35.3,423,123.0,1,1350,208,23.5
784,150,2026-01-04,1,108.8,906,126.0,1,300,11,51.8
785,177,2026-01-04,1,109.4,911,109.0,1,1150,12,60.8
786,81,2026-01-04,1,114.9,957,131.0,1,1150,6,54.7
787,139,2026-01-04,1,104.3,869,143.0,1,1050,14,34.8
788,200,2026-01-04,1,100.1,834,133.0,1,200,15,66.7
789,99,2026-01-04,1,105.0,875,126.0,1,200,10,
790,213,2026-01-04,1,102.2,851,129.0,1,1600,16,85.2
791,63,2026-01-04,1,106.7,889,116.0,2,1550,8,71.1
792,26,2026-01-04,1,93.4,778,132.0,2,100,18,103.8
793,36,2026-01-04,1,112.4,936,124.0,1,1950,5,46.8
794,35,2026-01-04,1,107.9,899,115.0,1,1600,1,150
795,196,2026-01-04,1,105.2,876,138.0,1,300,13,116.9
796,80,2026-01-04,1,108.3,902,125.0,1,1750,9,120.3
797,123,2026-01-04,1,112.7,939,112.0,1,1200,7,93.9
798,17,2026-01-04,1,97.4,811,120.0,1,100,17,81.2
799,155,2026-01-09,1,52.4,96,112.0,1,300,62,21.8
800,163,2026-01-09,2,98.2,389,122.0,1,2050,174,81.8
801,114,2026-01-09,1,51.1,93,,1,1200,3,71.4
802,11,2026-01-10,1,57.9,77,95.0,1,450,5,150
803,104,2026-01-10,3,201.0,1924,143.0,2,950,2,150
804,78,2026-01-10,1,57.9,77,122.0,1,2050,20,87.5
805,142,2026-01-10,1,60.9,81,92.0,2,950,13,20.3
806,102,2026-01-10,1,57.1,76,102.0,1,1000,19,77.1
807,208,2026-01-09,1,65.0,390,116.0,1,650,7,100.9
808,86,2026-01-09,1,60.4,362,140.0,2,1900,15,50.3
809,55,2026-01-09,1,56.9,341,127.0,1,700,3,37.9
810,140,2026-01-09,1,54.6,327,113.0,1,2250,4,128.4
811,68,2026-01-09,2,118.3,480,118.0,1,300,18,65.7
812,119,2026-01-09,1,61.3,367,139.0,1,1750,15,101.6
813,150,2026-01-09,1,52.5,315,112.0,2,300,11,25.0
814,204,2026-01-09,1,53.4,320,109.0,1,1700,1,137.7
815,102,2026-01-09,1,58.5,351,120.0,1,1000,19,77.1
816,76,2026-01-09,1,65.5,393,127.0,1,2150,12,53.0
817,219,2026-01-09,1,59.5,357,122.0,1,2250,17,33.1
818,37,2026-01-09,1,57.9,347,126.0,1,100,1,27.6
819,99,2026-01-09,1,60.4,362,129.0,2,200,10,
820,96,2026-01-09,1,61.5,368,118.0,1,750,11,34.2
821,164,2026-01-09,1,59.4,356,106.0,1,1350,7,66.0
822,198,2026-01-09,1,59.8,358,114.0,1,550,111,24.9
823,59,2026-01-09,1,65.6,393,125.0,1,550,117,
824,75,2026-01-10,1,47.4,549,147.0,1,50,20,15.8
825,218,2026-01-10,1,37.7,437,109.0,2,2100,107,69.5
826,129,2026-01-10,1,41.6,482,145.0,1,500,4,17.3
827,132,2026-01-10,1,41.4,480,130.0,1,1700,20,56.4
828,46,2026-01-10,1,43.1,499,145.0,1,200,168,20.5
829,114,2026-01-10,1,47.0,545,118.0,1,1200,3,71.4
830,22,2026-01-05,1,99.2,909,118.0,1,1250,109,
831,111,2026-01-05,1,92.4,847,133.0,1,450,6,50.5
832,152,2026-01-05,1,88.8,814,,1,1500,160,98.7
833,204,2026-01-05,1,89.1,816,113.0,1,1700,1,137.7
834,39,2026-01-05,1,90.7,831,128.0,1,1500,15,
835,172,2026-01-05,1,80.1,734,126.0,1,1250,9,74.4
836,103,2026-01-08,1,20.8,20,116.0,2,500,7,6.9
837,187,2026-01-08,1,39.1,39,99.0,2,1350,67,26.1
838,148,2026-01-08,1,32.3,32,106.0,2,1950,125,10.8
839,11,2026-01-11,1,57.7,432,115.0,1,450,5,150
840,132,2026-01-11,1,60.2,451,117.0,1,1700,20,56.4
